[06:00:50] window up for master Panelpress
[06:08:05] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:06] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:07] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:08] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:09] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:10] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:11] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:12] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:13] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:14] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:15] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:16] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:17] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:18] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:19] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:20] summary="This character's party has no bots in it yet." report='Kiteema left the party.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:21] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:22] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:23] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:24] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:25] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:26] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:27] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:28] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:29] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:30] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:31] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:32] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:33] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:34] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:35] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:36] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:37] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:38] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:39] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:40] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:41] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:42] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:43] summary="This character's party has no bots in it yet." report='Type the name of the character you are playing first. A bot is added to a live session -- the server resolves the master by name in the world -- so nothing was sent.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:44] summary="This character's party has no bots in it yet." report='Working -- the server is being asked. This can take a few seconds.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:45] summary="This character's party has no bots in it yet." report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:46] summary="This character's party has no bots in it yet." report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:47] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:48] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:49] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:50] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:51] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:52] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:53] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:54] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:55] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:56] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:57] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:58] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
[06:08:59] summary='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' report='Notinworld is not logged in. A bot is added to a live session — the server resolves the master by name in the world, so log the character in and press again.' rows=[] dismiss='Dismiss' checks=['ok server_installed', 'ok world_running', 'ok engine_cloned', 'ok engine_in_binary', 'ok conf_present', 'ok engine_enabled', 'ok script_path', 'ok deployed', 'ok bridge_answered']
